1,Futtermittel,http://purl.obolibrary.org/obo/FOODON_00004325,,,,
2,Lebensmittel,http://purl.obolibrary.org/obo/CHEBI_33290,,,,
3,Tier,http://purl.obolibrary.org/obo/FOODON_00003004,,,,
